id	text	likes
54352	"В отрочестве мы все мечтаем в один прекрасный день покинуть родителей, но настает другой день, когда родители покидают нас. И тогда мы мечтаем лишь об одном: снова стать хоть на минутку детьми, жившими под их кровом, обнять их, сказать им, не стыдясь, как мы их любим, прижаться к ним покрепче, чтобы они нас успокоили еще хоть раз.

Марк Леви"	845
54351	"Любой человек имеет доступ ко мне. Вот мне сейчас с тобой совсем не хочется разговаривать. А я разговариваю. Из вежливости. 

""Небо. Самолет. Девушка."""	448
54350	"Если где-то родились, это не значит, что вы дома. Иногда я вижу поезд – так бы и вскочила, уехала подальше. Вижу след от самолета – представляю: вот бы мне туда. Мама говорит, я мечтательница, фантазерка, выдумщица, – но как ни назови, лучше бы я такой не была. Ничего хорошего от этой мечтательности.          

 Сара Маккой . «Дочь пекаря.»"	266
54349	"- …Но мы друг другу не подходим, я обязательно тебя брошу, чуть-чуть наберусь силами и брошу тебя, а сейчас у меня плохо с выдержкой…

""Небо. Самолёт. Девушка.""  Р.Литвинова"	465
54348	"Друг — тот, чьё предательство вызывает наибольшее удивление.

Бернар Вербер
«Танатонавты»"	555
54347	"Она поглядела на меня удивленно, а я вдруг, и совершенно неожиданно понял, что я всю жизнь любил именно эту женщину! Вот так штука, а?

Михаил Булгаков ""Мастер и Маргарита"""	647
54344	"Но может так случиться, что какой-нибудь прекрасный юноша в поисках своей судьбы наткнётся однажды на мой дом, на мою комнату, а я тут как тут - сижу и жду его.

Луис Реннисон ""Ангус, стринги и поцелуй взасос"""	438
54343	"Глупо, конечно, скучать по человеку, с которым ты ни фига не ладишь. Но не знаю....все же хорошо, когда у тебя есть кто-то, с кем в любой момент можно поругаться.

Джон Грин. В поисках Аляски"	872
54342	"Знаешь, мне до сих пор кажется, что единственная возможность вырваться — это быстро и по прямой, но я пока все же предпочту походить по лабиринту. Тут отстойно, но это мой выбор.

Джон Грин ""В поисках Аляски"""	323
54341	"Господь даровал нам родных, но друзей мы, слава богу, вольны выбирать сами.

 Этель Уоттс Мамфорд"	994
54340	"У всех моих одноклассников новая жизнь, а я с каждым днем становлюсь толще и толще и постоянно задаю себе один вопрос: как я могла во все это вляпаться?

Ахерн Сесилия ""Не верю. Не надеюсь. Люблю."""	194
54339	"- Ты тоже это ненавидишь?
- Что?
- Неловкое молчание. Почему людям обязательно нужно говорить о чем-то, чтобы почувствовать себя в своей тарелке?
- Не знаю. Хороший вопрос.
- Только когда находишь своего человека, можно молчать часами и получать при этом удовольствие.

Криминальное чтиво."	702
54338	"Я сижу в молчании в своей комнате всю мою жизнь. Я никого не беспокою, никогда никого не спрашиваю: ""Почему ты не женишься, почему не рожаешь ребенка?"" Потому что я не считаю цивилизованным задавать такие вопросы, осведомляться о таких вещах; это значило бы вмешиваться в свободу другого. 

Ошо"	847
54337	"В сущности, я счастливый человек. То есть человек, расположенный быть счастливым. Это встречается не так часто. Я хочу самых простых, самых обыкновенных вещей. Я хочу порядка. Я хочу душевного покоя.

Иванов
""Распад атома"""	1914
54336	"Не знаю. Я думаю, у любви вообще нет размеров. Есть только - да или нет.

Сергей Довлатов. ""Чемодан"""	781
54334	"Клянусь, до последней минуты не верил. Знал и не верил. Так чаще всего и бывает.

Сергей Довлатов ""Чемодан"""	548
54333	"Рана так болит не потому, что она глубока и велика, а потому, что она застарелая. Когда старую рану снова и снова вскрывают, снова режут то место, которое уже множество раз оперировали, - вот это ужасно. 

Франц Кафка."	453
54331	Это будто весь мрак и ужас этого мира рухнул тебе на голову (с)	302
54329	"Представьте себе, какая была бы тишина, если бы люди говорили только то, что знают. 

Карел Чапек"	963
54328	"Она спасет меня - и душу мою и тело - от гибели. Уже она возвысила меня в собственном моем мнении, сделала меня втрое мудрее и лучше, чем я был. Ах, если бы только я узнал ее раньше! От какого падения, от каких терзаний был бы я избавлен! 

Энн Бронте ""Незнакомка из Уайлдфелл-Холла"""	370
54327	"Если бы в тяжелые минуты жизни я хоть мельком мог видеть эту улыбку, я бы не знал, что такое горе.

Л.Н. Толстой"	315
54326	"Если бы я знал, когда видел тебя в последний раз, что это последний раз, я бы постарался запомнить твое лицо, твою походку, все, связанное с тобой. И, если бы я знал, когда в последний раз тебя целовал, что это — последний раз, я бы никогда не остановился. 

""Друзья"""	1179
54324	"Женщины, которых я знал, они были вроде вот этого стакана воды. А ты - океан.

Джонатан Кэрролл. ""Белые яблоки"""	627
54323	"Слушай, давай все бросим. Давай просто валяться на кровати, заниматься любовью, ходить гулять и разговоры разговаривать. Давай сходим в зоопарк. На зверюшек посмотрим. Давай съездим посмотрим на океан. Сорок пять минут всего от нас ехать. Пошли посражаемся на игральных автоматах. Поехали на скачки, в Художественный музей, на бокс. Давай заведем друзей. Давай смеяться. 

""Почтамт""  Чарльз Буковски"	1106
54319	"Потом мы заснули. Вернее, она заснула. Я обнимал ее сзади. Впервые я подумал о женитьбе. Я знал, что, конечно где-то в ней есть недостатки, их пока не видно. Начало отношений - всегда самое легкое. Уже после начинают спадать покровы, и это никогда не кончается. И все же я думал о женитьбе. Я думал о доме, о кошке с собакой, о походах за покупками в супермаркеты. У меня ехала крыша. И мне было до балды. 
 
Чарльз Буковски"	3174
54318	"Когда обнажаешь перед кем-то сердце, оно, понятное дело, становится легкой мишенью для ножа. 

Бризин Корпс. ""Осколки""."	915
54317	"— Конечно, лучшего товарища чем ты, у меня никогда не будет. Только с тобой одной мне всегда легко, свободно, можно говорить обо всем действительно как с другом, но, знаешь, какая беда? Я все больше влюбляюсь в тебя.

Иван Бунин. Генрих"	658
54315	"— Вы в нем немного утонули.
— Это верно, — сказала я, думая не о пальто.

Франсуаза Саган"	884
54314	"Всё было понятно. Точнее, почти всё. А если ещё точнее, то ничего я не понял.

Сергей Клочков «Фреон»"	581
54313	"Уснувшие чувства можно ещё разбудить, 
а вот убитые - никогда. 
 
Аневито Кем"	989
54312	"— Чуть не сбила меня с ног! Куда так бежишь? 
— От нелюбимого, стоящего на коленях, к любимому, плюющему с высокой колокольни. 

Вадим Черновецкий. ""Смачно о любви"", 2021"	1390
54311	"Возьмите семью, подмешайте в нее веру в Бога, приправьте ароматом чувства Родины, добавьте десятичасовой рабочий день и получите то, что нужно, — ячейку общества.

Чарльз Буковски. «Хлеб с ветчиной»"	502
54310	"Сейчас не хватало наушников и какой-нибудь грустной песни из плейлиста. Вообще песни всегда спасали меня, вроде бы и обычное сочетание нот со словами, которые поются прекрасными голосами, а вроде бы и такой пакет чувств. Песни не хуже людей. Они вызывают такое же количество эмоций, они тоже дают неплохие советы и именно они оказываются рядом в переломные моменты. Черт возьми, они даже лучше людей.

Тимур Маккол ""Косинус жизнь минус синус смерть"""	636
54309	"...я выбежала с машины. Мне было так плохо.хотелось его задушить, бить, весь мир на него свалить, обозвать самым ужасным словом на Земле!!!
Он оставил меня одну в таком состоянии, посередине какого-то двора. Он уехал!
Я чуть было не погибла, чуть не побежала за машиной!..а в голове крутилось одно:""ну вот и всё..вот и всё..вот и всё!!! Он больше не приедет. Он навсегда оставил меня здесь!""..
..я знала, что он так не мог, но в этот раз смог! Чуть было не задохнулась от обиды и отчаяния!
..а он взял и вернулся..пять минут спустя..

Малена Край. ""Последнее короткое письмо"""	594
54308	"Не так уж сильно вы ему нравитесь, если он просто взял и исчез. Иногда самой приходится ставить точку.

Г. Берендт"	1252
54307	..В конце концов ничего не важно, когда целуешь труп родного - мир кончался. (с)	835
54306	"... мне не раз приходилось убеждаться, что иметь одного настоящего друга иной раз важнее, чем кучу родни.

Мэри Хиггинс Кларк."	1295
54305	"Если мы все не начнем оказывать должное уважение нашей родной планете, вряд ли нам кто-нибудь предоставит другую.

Бетт Хедепол. Уроки Любви"	227
54304	Я никуда не уезжал, не любил другую, разве я мог разлюбить тебя, самую родную (с)	1197
54303	"Все, что ни происходит, всегда так, как нужно, и только к лучшему. 

Михаил Булгаков. ""Белая гвардия"""	818
54302	"Собственное прошлое – это дух, который не желает изгоняться. Единственный экзорцизм для него – смерть.

Глен Кук. ""Белая роза"""	231
54301	"— А как же ты можешь разговаривать, если у тебя нет мозгов? — спросила Дороти.
 — Не знаю, — ответило Чучело, — но те, у кого нет мозгов, очень любят разговаривать.

Лаймен Фрэнк Баум
«Волшебник страны Оз»"	539
54300	"Добро тоже таит в себе опасность, оно может причинить больше разрушений, чем простенькое зло.

Э.М. Ремарк. Черный обелиск"	288
54297	"…Работать идти? А не хочу я на вас работать, тошнит меня от вашей работы, можете вы это понять? Если человек работает, он всегда на кого-то работает, раб он — и больше ничего, а я всегда хотел сам, сам хотел быть, чтобы на всех поплёвывать, на тоску ихнюю и скуку… 

Аркадий и Борис Стругацкие."	269
54296	"Но я лучше гадать буду, чем узнаю ответ, который не смогу пережить. 

В поисках Аляски. Д. Грин"	802
54295	"Если человек не получает в ответ того, что даёт, он обязательно когда-нибудь уйдет.

Банана Есимото ""Цугуми"""	1657
54294	"Я понимаю, как смешно, 
Искать в глазах ответ, 
В глазах, которым всё равно 
Я рядом или нет. 
 
Владимир Высоцкий"	940
54293	"Он знал женщин достаточно хорошо, чтобы помнить, насколько часто отрицательный ответ лишь предшествует утвердительному. 
 
Томас Гарди. 
Тэсс из рода д'Эрбервиллей"	268
54292	"Никогда не найдёшь женщины без готового ответа, разве что она окажется без языка. 
 
Уильям Шекспир «Как вам это понравится»"	193
54291	"-Я всё задаюсь вопросом :""Любил ли я её или не любил?"".
-Такой вопрос и есть ответ на него,ведь когда любишь,то о таком не задумываешься даже на досуге.

П. Землянский ""Послезавтра"""	312
54290	"Собственно говоря, я мог быть вполне доволен. Жилось мне неплохо, я имел работу, был силен, вынослив и, как говорится, находился в добром здравии; но все же лучше было не раздумывать слишком много. Особенно наедине с собой. И по вечерам. Не то внезапно возникало прошлое и таращило мертвые глаза.

Э.М.Ремарк "" Три товарища"""	682
54288	"У меня ни работы, ни сбережений, ни надежд. Я – счастливейший человек в мире.

Генри Миллер"	732
54287	"Тому, кем овладевает гнев, лучше повременить с принятием решения.

Луций Сенека"	778
54286	"Моя проблема в том, что ты ее решение.

Фредерик Бегбедер. ""Любовь живет три года"""	523
54285	"Моя мама всегда говорила: «Молчание — знак согласия». Я всегда считала иначе: иногда короткая меткая фраза может заткнуть кого угодно.

Сильви Тестю. ""Небо тебе поможет"""	420
54284	"— Я ничего не могу сделать, — отвечает папа. — Не сейчас. Пусть поплачет, если ей нужно. Это такой возраст, когда у человека весь мир болит. Разве не помнишь?
— Ну не знаю, — говорит мама. — У меня весь мир не болел. Только пара-тройка континентов. И еще остров Мадагаскар.

Макс Фрай. ""Праздничная книга. Январь - июль""."	411
54283	"Разве не все лгали? Какая, по большому счету, разница: убить человека и сказать полицейским, что не убивал, или улыбнуться необычайно безобразному младенцу и сказать его маме, что он красавчик? Иногда, обманывая, мы стремимся спасти самих себя, иногда – других. Что весомее – неправда или всеобщее благо? 

Джоди Пиколт"	297
54282	"Бабушка выпустила пса из сарая и сказала маме, что это жестоко — запирать животное. Пса вырвало на кухне. Бабушка его снова заперла.

Сью Таунсенд
«Тайный дневник Адриана Моула»"	223
54281	"Дай Господи,чтоб ближние мои
Моих врагов не оказались злее!

Кристофер Марло ""Парижская резня"""	686
54280	"Она изобразила на лице вежливую улыбку, за которой, как за хорошей ширмой, можно было думать о чём-то своём.

 Дорис Лессинг
«Лето перед закатом»"	428
54279	"Мужчины женятся от усталости, женщины выходят замуж из любопытства. И тем и другим брак приносит разочарование.

Оскар Уайльд
«Портрет Дориана Грея»"	1175
54278	"Видишь ли, девушки никогда не выходят замуж за тех, с кем флиртуют.

Оскар Уайльд. ""Как важно быть серьезным"""	883
54276	"Как бы хорошо было, если бы каким-нибудь волшебством или чудом совершенно забыть всё, что было, что прожилось в последние годы, всё забыть, освежить голову и опять начать с новыми силами

Федор Михайлович Достоевский. Униженные и оскорбленные"	754
54275	"Говорят,на выздоровление после любовной истории нужна половина времени,которое ушло на нее саму. А потом просыпаешься однажды утром и обнаруживаешь,что вся тяжесть прошлого по какому-то волшебству исчезла. Вы не представляете,какую легкость при этом ощущаешь. 

Марк Леви "" Встретиться вновь"""	1540
54274	"Кому суждено с нами встретиться в жизни, с теми мы непременно встретимся, какими бы сложными и далёкими путями ни шли они и как нам назначено поступить с ними или им с нами, так всё и совершится.

Чарльз Диккенс «Крошка Доррит»"	644
54273	"«А помнишь?..» Этот вопрос с годами мелькает все чаще, становясь все трогательнее и все грустнее.

Юрий Поляков, ""Замыслил я побег..."""	661
54272	"Когда мы подошли к её дому, она повернулась и быстро поцеловала меня.
— Спокойной ночи, Чарли. Я рада, что ты позвонил мне. Увидимся завтра, в лаборатории.
Она исчезла за дверью, а я стоял и смотрел на свет в её окне, пока он не погас. 
Никаких вопросов. Все ясно. Я её люблю. 

Дэниел Киз 'Цветы для Элджернона'"	496
54271	"На протяжении всей моей жизни, я всегда боюсь потерять людей, которых я люблю... 
Иногда я задаюсь вопросом, есть ли хоть кто-то, кто так же боится потерять меня? (с)"	569
54270	"Немного здравого смысла, немного терпимости, немного чувства юмора, и можно очень уютно устроиться на этой планете...

Сомерсет Моэм, ""Малый уголок"""	696
54269	"Когда человека нет рядом, его идеализируешь, на расстоянии чувство обостряется, это верно, а увидишь его снова - и удивляешься, что ты в нем находил. 

Сомерсет Моэм"	1454
54268	"Когда я выходил из здания, меня охватило такое чувство, как в школе, когда заканчивались занятия, — внезапная свобода, радость от того, что до завтра не нужно возвращаться в этот сумасшедший дом. 

Д. Старр"	471
54266	"Мои мысли миллион раз уводили меня прочь от радости, но ни разу к ней не приблизили.

Джонатан Сафран Фоер"	360
54265	"Надо мною, кроме твоего взгляда, не властно лезвие ни одного ножа. 

Владимир Маяковский"	642
54264	"Утешает только самое простое. Вода, дыхание, вечерний дождь. Только тот, кто одинок, понимает это.

Эрих М.Ремарк"	906
54263	"Как приятно сидеть дома, когда по крыше стучит дождь и когда знаешь, что в доме твоем нет тяжелых скучных людей.

Антон Чехов"	2615
54258	"Я сыт по горло остроумием. Теперь все остроумны. Шага нельзя ступить, чтобы не встретить умного человека. Это становится по истине общественным бедствием. Чего бы я не дал за несколько настоящих дураков. Но их нет.

 Оскар Уайльд
«Как важно быть серьёзным»"	311
54256	"Апатия и лень — истинное замерзание души и тела.

Виссарион Григорьевич Белинский"	509
54255	"Мы лежали на траве и целовались. Смейтесь, смейтесь. Да, всего лишь лежали и целовались. Сейчас вы, молодежь, делитесь друг с другом своими телами, забавляетесь ими, отдаетесь целиком, а нам это было недоступно. Но знайте: при этом вы жертвуете тайнами драгоценной робости. Вымирают не только редкие виды животных, но и редкие виды чувств.

Джон Фаулз"	674
54254	"Все мои ''никогда'' отпадают, как гнилые ветки...

Марина Цветаева"	819
54253	"Всегда и во все времена,
Хорошие, добрые девочки
От хулиганов сходили с ума.

Сергей Есенин"	644
54252	"Из моего опыта: кот и кровать будто созданы друг для друга.

Луис Камути"	274
54251	"Когда на кресле тебя ждёт кот, а на тумбочке — книга, ты вернёшься домой сквозь ураганы, потопы и лабиринт ночных улиц. 
 
Надея Ясминска. ""Книгармония""."	396
54250	"Невозможно «пить мало», «курить редко», «изменять жене в пределах разумного». Нет «золотой середины» при определении степени порочности. Нельзя деградировать в меру. 
 
Олег Торсунов"	1438
54249	"У вас есть способность делать меня счастливой, но вы редко ею пользуетесь.

 Юкио Мисима  «Весенний снег»"	805
54248	"Если вы пытаетесь чего-то добиться от мужчины, не выкладывайте ему всё сразу, как сейчас мне. Постарайтесь быть погибче, пособлазнительнее. Это приносит лучшие результаты.

 Маргарет Митчелл «Унесённые ветром»"	368
54247	"Я не люблю вечеринки. Во-первых, я не умею танцевать. А во-вторых, люди меня пугают. И особенно — люди на вечеринках. На таких сборищах все стараются показаться весёлыми, остроумными и сексапильными. И даже если им кажется, что у них получается хорошо, на самом деле у них получается плохо. Причём чем сильнее старания, тем кошмарнее результат. 
 
Ч. Буковски ""Фактотум"""	561
54246	"Бессмысленно продолжать делать то же самое и ждать других результатов.

 Альберт Эйнштейн"	1295
54245	"Казалось, вокруг тебя мог рушиться мир, а ты будешь стоять как стояла, с гордо поднятой головой, бросая надменные взгляды из-под копны своих чудных волос.

Джоджо Мойес
""Девушка,которую ты покинул"""	599
54242	"Нет, ты мне совсем не дорогая;
милые такими не бывают...
Сердце от тоски оберегая, 
зубы сжав, их молча забывают.

Ты глядишь - меня не понимая,
слушаешь - не видя и не веря,
даже в этой дикой сини мая
видя жизнь - как смену киносерий.

Целый день лукавя и фальшивя,
грустные выдумывая шутки,
вдруг - взметнешь ресницами большими,
вдруг - сведешь в стыде и страхе руки.

Если я такой тебя забуду,
если зубом прокушу я память -
никогда к сиреневому гуду
ни идти сырыми мне тропами.

""Я люблю, когда темнеет рано!"" -
скажешь ты и станешь как сквозная,
и на мертвой зелени экрана
только я тебя и распознаю.

И, веселье призраком пугая,
про тебя скажу смеясь с другими:
- Эта - мне совсем не дорогая!
Милые бывают не такими.

Н. Асеев"	180
54240	"Мои чувства были не взаимны, и в результате я перешла из разряда хорошего, но неустроенного человека, нуждающегося в утешении и поддержке, в разряд досадной занозы в заднице. 

Дуглас Коупленд. ""Поколение А""."	300
54239	"Как хорошо - не врать. Да и зачем? В мире так много правды, что ложь просто не нужна.

Сергей Лукьяненко, ""Лабиринт отражений"""	384
54238	"Самые лучшие люди, они такие, да. Они не пристают к тебе, как липучки для мух.

Алан Брэдли ""Копчёная селёдка без горчицы"""	306
54237	"К сожалению, всё хорошее мы осознаём только с опозданием.Живём в тоске по прошлому и в страхе перед будущим. Где угодно, только не в настоящем. 
 
Эрих Мария Ремарк"	549
54236	"Инстаграм М. 💙

@m.vk.official

https://instagram.com/m.vk.official?igshid=YmMyMTA2M2Y="	7
54233	"Приходи на меня посмотреть.
Приходи. Я живая. Мне больно.
Этих рук никому не согреть,
Эти губы сказали: ""Довольно!""

Каждый вечер подносят к окну
Мое кресло. Я вижу дороги.
О, тебя ли, тебя ль упрекну
За последнюю горечь тревоги!

Не боюсь на земле ничего,
В задыханьях тяжелых бледнея.
Только ночи страшны оттого,
Что глаза твои вижу во сне я.

Анна Ахматова"	430
54232	"Женщина счастлива, когда она видит улыбающиеся глаза своего мужа и знает, что она является причиной этой радости.

Курбан Саид «Девушка из Золотого Рога»"	1286
54231	"... когда так близко незнакомый человек может подойти ... 50 см... Зачем? Там каждый сантиметр можно завоевывать годами. А здесь ты подходишь... с какой вообще радости? 

Земфира"	607
54229	"И почему мы всегда такое большое значение придаём первой любви? Ведь на самом деле важнее всего последняя.

Тони Парсонс «Муж и жена»"	1086
54227	"Я тебя бы на руки взял,
я тебя бы взял и унёс,
тихо смеясь на твои «нельзя»,
вдыхая запах твоих волос.

И, не насытившись трепетом тел,
стуком в груди нарушая тишь,
всё просыпался бы и глядел,
плача от радости, как ты спишь.

Я бы к тебе, как к ручью, приник,
как в реку, в тебя бы гляделся я.
Я бы за двести лет не привык
к бездонной мысли, что ты моя.
..............................

Если бы не было разных «бы»,
о которые мы расшибаем лбы.

 

Герман Плисецкий 1956 г."	1478
54224	"Придешь с работы усталый, а иной раз и злой. Нет, на грубое слово она тебе не нагрубит в ответ. Ласковая, тихая, не знает, где тебя усадить, бьется, чтобы и при малом достатке сладкий кусок тебе сготовить. Смотришь на нее и отходишь сердцем, а спустя немного обнимешь ее, скажешь: “Прости, нахамил я тебе. Понимаешь, с работой у меня нынче не заладилось”. И опять у нас мир, и у меня покой на душе. А ты знаешь, браток, что это означает для работы? Утром я встаю как встрепанный, иду на завод, и любая работа у меня в руках кипит и спорится! Вот что это означает - иметь умную жену-подругу.

М. Шолохов, “Судьба человека”."	1993
54222	"У меня сегодня много дел:
Надо память до конца убить,
Надо, чтоб душа окаменела,
Надо снова научиться жить.

Анна Ахматова"	769
54221	"С её уходом мир опустел. С её уходом не осталось ничего. Она унесла с собой всё, в чём нуждался этот мир. Я опустел. Ни разу в жизни я не чувствовал такой пустоты. Мне казалось, что кто-то сгрёб в охапку несколько торчащих из моего сердца проводов, дёрнул их что есть мочи и вырвал с корнем. Меня подташнивало, я ни о чем не мог думать. Каждое мгновение я ощущал одиночество, каждое мгновение чувствовал, как меня уносит печаль. Вместе с тем в глубине души я успокоился. Наконец-то я освободился.

Харуки Мураками ""Ничья на карусели"""	968
54220	"И разве я резка? А может, у меня просто нет времени деликатно обманывать , прикрывая горькую правду фальшивой позолотой хороших манер? 

Эрих  Мария Ремарк ""Жизнь взаймы"""	819
54219	"Процесс разочарования женщины в любимом мужчине чаще всего безумно резок и катастрофически необратим.

Аневито Кем"	2072
54216	"Когда тебе в следующий раз захочется поныть, попробуй для начала потренироваться перед зеркалом - увидишь, насколько ты смешно и жалко выглядишь, идиот. 

Ф.М. Достоевский"	1726
54215	"Ты сможешь когда-нибудь стать счастливым, только если тебе как-то удастся научиться не всегда думать только о себе. Пока в твоей жизни не найдется места для человека, который был бы для тебя не менее важен, чем ты сам, ты всегда будешь одинок, будешь кого-то искать.

Ричард Бах. Мост через вечность."	567
54213	"Ты делаешь из мужчины Бога, и он тебя бросает. Другая делает из него зверя, и он лижет ей руки и не отстает от нее.

Оскар Уайльд ""Веер леди Уиндермир"""	1903
54212	"Только инфантильные люди могут думать, что знают друг друга. Ты не знаешь даже самого себя, как ты можешь вообразить, что знаешь своего возлюбленного?

""Любовь, свобода, одиночество""
Ошо"	1126
54211	"Скажи мне милая,зачем ты от меня ушла
В туманные неведомые дали,
Я так хотел тебя в последний раз обнять
Но вот остался с распростертыми руками.

Я по крупицам создавал тебя, одну
Я рисовал тебя для сердца, слов, и боли
Я очутился в твоем сказочном плену
Словно актер, тот у которого нет роли.

Я перечитывал тебя, словно роман
И дотянуться запросто тогда я мог до звезд
Я правду знать хотел, но был обман
Я за тобой бродил как самый верный пес.

Я верен был, доверчив был, тобою болен
Я просыпался, с мыслью чтобы доказать
Что лишь с тобою я душою волен
Ну а с другою, мне пожизненно страдать.

Тебя вернуться, сотни раз молю, прошу
Срываюсь вниз, чтобы с желанием разбиться
Твои черты.. словно на вырванной странице
Лежат как снег.. поверь, я счастье в них ищу."	171
54210	"Люди. Людей надо любить. Люди 
достойны восхищения.
Сейчас меня вырвет наизнанку. 

Жан-Поль Сартр ""Тошнота"""	378
54209	"Это ведь беспроигрышный трюк — гордиться тем, чего следует стыдиться, — на нем еще никто не споткнулся.

Джозеф Хеллер
«Уловка 22»"	603
54206	"Я ответил, что он, безусловно, имеет право на собственное мнение. Оно есть у каждого, как и дырка в жопе.

Стивен Кинг «11/22/63»"	1360
54205	"Веди себя как угодно, но с таким видом, будто имеешь на это право, и люди решат, что так оно и есть.

Стивен Кинг «11/22/63»"	1547
54204	"Дай хоть последней нежностью выстелить твой уходящий шаг.

Маяковский, 26 мая 1916"	758
54203	"Будь счастливым, черт побери! Делай что-нибудь, чтобы быть счастливым!

Анна Гавальда. ""35 кило надежды"""	539
54202	"Сам бери, что можешь, а в руки не давайся; самому себе принадлежать — в этом вся штука жизни. 
 
И.Тургенев ""Первая любовь"""	679
54201	"Дворник Виталик по прозвищу Сиреневый Туман всегда ходит с лопатой. Без лопаты он боится упасть и так остаться навек, горизонтальным. Трезвым он не работает, потому что есть некая фальшь в трезвых дворниках зимой. Но метёт как Аполлон.

Слава Сэ, Полный сантехник"	229
54200	"Я прожил с первой женой три года. Она была настоящая леди, имела тысячу пятьсот фунтов в год, и мы давали званые обеды в нашем красном кирпичном домике в Кенсингтоне. Она была очаровательной женщиной; все так утверждали – адвокаты и их жены, которых мы угощали обедами, баловавшиеся литературой биржевые маклеры и подававшие надежды юные политики; ох, какая это была очаровательная женщина! Она заставляла меня ходить в церковь во фраке и в цилиндре, водила на концерты классической музыки, особенно же она любила воскресные лекции. Каждое утро она садилась завтракать ровно в восемь тридцать, а если я опаздывал, мне подавали завтрак холодным; она читала те книги, которые полагается читать, восхищалась теми картинами, которыми полагается восхищаться, обожала ту музыку, которую полагается обожать. Боже мой, как надоела мне эта женщина! 

Уильям Сомерсет Моэм. Бремя страстей человеческих"	2773
54199	"Меня здесь нет. меня видно, но внутри я пуст. 

""Учитель на замену"""	521
54198	"Ненависть со временем утихает, обида проходит, злость угасает, а разочарование навсегда отдаляет людей друг от друга. 

""Учитель на замену"""	1435
54194	"Кто рано встаёт, тому ночью делать было нечего. 
 
Елена Янук. ""Ух, началось!""."	304
54191	"Воскресенье, 19 июня. Спал, проснулся, спал, проснулся, жалкая жизнь

Франц Кафка, дневники"	431
54190	"Июнь. Какое красивое слово, до чего же сладко звучит! От него веет блаженной ленью и солнечным светом.

Патриция Хайсмит"	723
